offense_team_name,defense_team_name,season,week,play_uuid,gsis_play_id,game_id,gsis_game_id,gsis_old_game_id,drive_uuid,play_game_index,play_drive_index,play_quarter,play_quarter_clock_remaining,play_clock_paused,play_start_event_index,play_end_event_index,play_offense_team_id,play_offense_team_short_name,play_defense_team_id,play_defense_team_short_name,play_offense_is_home_team,play_down,play_yards_to_go,play_yardline,play_start_position,play_home_score,play_away_score,play_home_timeouts_remaining,play_away_timeouts_remaining,play_box_players,play_defensive_back_depths,play_linebacker_depths,play_shotgun,play_pre_snap_motion,play_snap_hurried,play_success,play_first_down_won,play_touchdown_won,play_yards_net,play_points_won,play_type,play_included_fake,play_qb_pressure,play_qb_hit,play_qb_sacked,play_pass_yards_air,play_pass_yards_after_catch,play_pass_outcome,play_pass_dropped,play_pass_intercepted,play_pass_interception_dropped,play_time_to_pass,play_pass_batted,play_yards_run,play_penalty_yards,play_penalty_first_down,play_penalty_down_loss,play_penalty_offset,play_return_yards,play_field_goal_result,play_extra_point_result,play_kick_yards,play_kick_hangtime,play_kick_blocked,play_kick_fair_catch,play_kick_downed,play_fumbled,play_fumble_forced,play_fumble_lost,play_fumble_out_of_bounds,play_challenged,play_action_pass,play_points_lost,play_start_position_yards,play_penalty_types,play_explosive,play_offensive_personnel,play_defensive_personnel,play_turnover_type,play_offense_penalty_accepted,play_defense_penalty_accepted,play_offense_flagged,play_defense_flagged,play_tackle_success,play_lateral_success,play_yards_gained,play_epoch_uuid,play_offense_players_left,play_offense_players_right,play_snap_y,play_down_negated,play_point_of_attack_y,play_point_of_attack_dy,play_pocket_front_x,play_pocket_back_x,play_pocket_left_y,play_pocket_right_y,play_qb_exit_pocket_x,play_qb_exit_pocket_y,play_qb_exit_pocket_clock,play_run_gap,play_qb_dropback_depth,play_run_behind_1,play_run_behind_2,play_run_at,play_receiver_screen_pass,play_derived_pressure_gaps,play_pass_air_yards_to_the_sticks,play_pass_within_pocket,play_designed_pass,play_qb_rush,play_pass_thrownaway,play_formation_into_boundary,play_blitz,play_simulated_pressure,play_drop_eight,play_pass_comp_prob,play_catch_prob_with_placement,play_catch_prob_without_placement,play_initial_formation_run_strength,play_initial_formation_pass_strength,play_initial_formation_snap_side,play_initial_formation_fib,play_formation_run_strength,play_formation_pass_strength,play_formation_fib,play_pass_location,play_initial_formation,play_formation,play_punt_snap_time,play_punt_operation_time,play_punt_hang_time,play_net_punt_yards,play_gross_punt_yards,play_punt_roll_yards,play_punt_air_yards,play_punt_return_yards,play_punt_block_point_x,play_punt_block_point_y,play_punt_outcome,play_kickoff_x,play_kickoff_y,play_kickoff_land_x,play_kickoff_land_y,play_kickoff_outcome,play_kick_hang_time,play_kickoff_return_yards,play_kickoff_return_chunk,play_kickoff_return_explosive,play_fg_snap_time,play_fg_operation_time,play_fg_attempted,play_fg_made,play_fg_kick_blocked,play_fg_length,play_xp_snap_time,play_xp_operation_time,play_xp_attempted,play_xp_made,play_xp_kick_blocked,play_motion_type,play_havoc,play_qb_scramble,play_contested_catch_attempt,play_pass_made,play_yards_after_contact,play_target_separation,play_pass_placement_displacement,play_tackle_types,play_catch_separation,play_handoff_received
Tampa Bay Buccaneers,New York Giants,2020/2021,Week 8,8de9c3e0-3828-458b-81f3-fa7307cc6ec5,163,1503693,2020_08_TB_NYG,2020110200,0a99446b-275e-4efe-a0da-1bb28bfd3814,6,6,1,757000,TRUE,190,233,1000947,TB,1001399,NYG,FALSE,1,10,59.13,left,0,0,3,3,7,"{0.759999999999998,8.18999999999999,2.269999999999996,9.29,4.289999999999999}","{0.9399999999999977,4.259999999999998,1.1799999999999997}",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4.82,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,9.920000000000002,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-3.253333333333334,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 3, ""LB"": 3}",NA,NA,NA,FALSE,FALSE,TRUE,NA,4.82,83f7c5dd-100a-4b31-afc1-b1af00309e5c,2,1,23.413333333333338,FALSE,21.13251572327044,-2.2808176100628934,59.13,49.13,20.166666666666664,26.656666666666663,NA,NA,NA,Left B Gap,NA,1003199,1501028,1024072,NA,NA,NA,NA,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,L,X,L,L,Y,NA,Doubles Left,Pro Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,1.8599999999999992,NA,NA,"{""Solo assisted - Success"",""Assisted - Success""}",NA,NA
Tampa Bay Buccaneers,New York Giants,2020/2021,Week 8,b6e2c804-c486-4087-917d-6117a1c1896f,184,1503693,2020_08_TB_NYG,2020110200,0a99446b-275e-4efe-a0da-1bb28bfd3814,7,7,1,720000,TRUE,234,299,1000947,TB,1001399,NYG,FALSE,2,5.18,63.95,left,0,0,3,3,6,"{3.510000000000005,15.789999999999992,10.719999999999999,4.319999999999993,4.390000000000001}","{1.0,5.719999999999999,0.9899999999999949}",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3.0999999999999943,0,Pass,TRUE,NA,FALSE,FALSE,-1.8599999999999992,4.959999999999994,TRUE,FALSE,FALSE,FALSE,3.473013999999978,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,-2.713333333333331,{},FALSE,"{""OL"": 6, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 2}","{""DB"": 5, ""DL"": 3, ""LB"": 3}",NA,NA,NA,FALSE,FALSE,TRUE,NA,3.0999999999999943,c970bad9-85e0-4978-8a04-ce89477cd900,2,2,23.953333333333337,FALSE,NA,NA,63.95,53.95,20.53666666666667,27.026666666666667,NA,NA,NA,NA,8.980000000000004,NA,NA,NA,NA,NA,-7.039999999999999,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,0.8588687778,0.9682894349,0.9418222308,NA,NA,L,X,L,R,X,In,Doubles Left H on,Doubles Left H on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jet,NA,NA,TRUE,TRUE,2.019999999999996,5.079931101894988,0.3252116387831161,"{""Solo - Success""}",8.874739432794636,NA
Tampa Bay Buccaneers,New York Giants,2020/2021,Week 8,dda156ca-a686-42b9-a39f-9d88a85239a3,208,1503693,2020_08_TB_NYG,2020110200,0a99446b-275e-4efe-a0da-1bb28bfd3814,8,8,1,678000,TRUE,300,343,1000947,TB,1001399,NYG,FALSE,3,2.0800000000000054,67.05,right,0,0,3,3,6,"{6.189999999999998,3.25,7.469999999999999,13.950000000000003,4.340000000000003}","{1.0,1.5799999999999983,1.6800000000000068,0.960000000000008}",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,10.230000000000004,0,Pass,FALSE,NA,FALSE,FALSE,3.720000000000013,6.509999999999991,TRUE,FALSE,FALSE,FALSE,2.400193999999999,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3.486666666666668,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 0, ""TE"": 2, ""WR"": 3}","{""DB"": 5, ""DL"": 2, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,TRUE,NA,10.230000000000004,57715b87-7da4-459e-af1f-f38d9fcd2273,3,2,30.153333333333336,FALSE,NA,NA,67.05,57.05,26.94666666666667,32.35666666666667,NA,NA,NA,NA,7.399999999999999,NA,NA,NA,NA,NA,1.6400000000000077,TRUE,NA,NA,FALSE,FALSE,NA,TRUE,NA,0.4698840678,0.7249800563000001,0.7112200856,NA,NA,R,O,L,L,Y,In,Deuce Left H on,Empty 3x2 Left H on F on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Out,NA,NA,TRUE,TRUE,3.719999999999999,0.3420526275297372,0.5780077854146949,"{""Solo - Success"",""Solo - Missed""}",1.2490796611905868,NA
Tampa Bay Buccaneers,New York Giants,2020/2021,Week 8,ec83a6f8-a9b8-44f1-b8a6-e931e976e83c,232,1503693,2020_08_TB_NYG,2020110200,0a99446b-275e-4efe-a0da-1bb28bfd3814,9,9,1,640000,TRUE,344,385,1000947,TB,1001399,NYG,FALSE,1,10,77.28,left,0,0,3,3,6,"{2.3700000000000045,7.210000000000008,12.72999999999999,6.25,5.049999999999997}","{0.75,3.8599999999999994,0.6400000000000006}",TRUE,TRUE,TRUE,NA,FALSE,FALSE,0,0,Pass,FALSE,NA,FALSE,FALSE,15.810000000000002,NA,FALSE,NA,NA,NA,2.456367,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-3.4833333333333307,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 3, ""LB"": 3}",NA,NA,NA,FALSE,FALSE,NA,NA,0,4a1c1de4-457d-4789-8a72-19b760a6a30f,2,3,23.183333333333337,FALSE,NA,NA,77.28,67.28,20.166666666666664,26.746666666666663,NA,NA,NA,NA,7.909999999999997,NA,NA,NA,NA,NA,5.810000000000002,TRUE,NA,NA,FALSE,FALSE,NA,TRUE,NA,0.7533195615,NA,NA,NA,NA,L,Y,L,L,O,In,Empty 3x2 Right H on F on,Deuce Left H on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhino,NA,NA,NA,TRUE,NA,5.093839416393093,NA,{},NA,NA
Tampa Bay Buccaneers,New York Giants,2020/2021,Week 8,271e6d03-25de-40d7-b0d8-f10413b3a1bb,278,1503693,2020_08_TB_NYG,2020110200,0a99446b-275e-4efe-a0da-1bb28bfd3814,10,10,1,635000,TRUE,386,429,1000947,TB,1001399,NYG,FALSE,2,10,77.00999999999999,left,0,0,3,3,6,"{3.0808640942716465,7.023311981568355,11.901294611653483,5.878936140069186,7.057143897704179}","{1.015515090286783,4.586264966648912,0.8546989435239567}",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4.300000000000011,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,9.150000000000006,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-3.2233333333333327,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 3, ""LB"": 3}",NA,NA,NA,FALSE,FALSE,TRUE,NA,4.300000000000011,a604192b-47fb-4690-b860-1bd88bdf664f,2,2,23.323333333333338,FALSE,19.653777777777773,-3.669555555555565,77.06,67.06,19.95387058892892,26.421380678173456,NA,NA,NA,Left Closed C Gap,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,L,X,L,R,X,NA,Doubles Left H on,Doubles Left H on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In,NA,FALSE,NA,NA,-1.2399999999999949,NA,NA,"{""Solo - Success""}",NA,NA
Tampa Bay Buccaneers,New York Giants,2020/2021,Week 8,bc2596d7-230d-4251-958c-368e9d86a98a,299,1503693,2020_08_TB_NYG,2020110200,0a99446b-275e-4efe-a0da-1bb28bfd3814,11,11,1,592000,TRUE,430,484,1000947,TB,1001399,NYG,FALSE,3,5.699999999999989,81.31,left,0,0,3,3,6,"{6.620740249251355,10.859272555807308,3.268805985969024,9.524735265975039,1.3727120837284446,5.502736147223914}","{0.6773694912111523,1.2659114787370385,1.3921758519998377,1.2091392730123687}",TRUE,FALSE,TRUE,NA,FALSE,FALSE,0,0,Pass,FALSE,TRUE,FALSE,FALSE,17.200000000000003,NA,FALSE,NA,NA,NA,4.220041999999978,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-3.173333333333332,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 6, ""DL"": 1, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,NA,NA,0,14bb4a16-86b2-4d63-afc7-702f222c83a9,2,3,23.493333333333336,FALSE,NA,NA,81.31,71.31,20.520402542739433,26.89813708162206,71.21419805334264,27.049122530279405,588738,NA,NA,NA,NA,NA,NA,"{""Left Open C Gap""}",11.500000000000014,NA,NA,NA,FALSE,FALSE,NA,TRUE,NA,0.07922858740000001,NA,NA,NA,NA,NA,NA,R,R,Y,Right,NA,Empty 3x2 Wing Right F on H on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,0.5055827318345443,NA,{},NA,NA
Tampa Bay Buccaneers,New York Giants,2020/2021,Week 8,452144b0-267c-4bb4-996d-49e0eb6fb592,321,1503693,2020_08_TB_NYG,2020110200,0a99446b-275e-4efe-a0da-1bb28bfd3814,12,12,1,586000,TRUE,485,489,1000947,TB,1001399,NYG,FALSE,4,5.699999999999989,81.15,left,0,0,3,3,0,{},{},TRUE,FALSE,TRUE,NA,FALSE,FALSE,0,3,Field Goal,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,Success,NA,36.75,1.0903410000000235,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-3.0233333333333334,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,0,NA,NA,NA,23.643333333333334,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.749541000000022,1.554222999999979,TRUE,TRUE,FALSE,36.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
New York Giants,Tampa Bay Buccaneers,2020/2021,Week 8,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,340,1503693,2020_08_TB_NYG,2020110200,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,13,1,1,581000,TRUE,492,496,1001399,NYG,1000947,TB,TRUE,NA,NA,64.73,NA,0,3,3,3,0,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,0,Kickoff,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.73,25.5,-6.88,44.73,Touch-Back,4.174226000000033,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
New York Giants,Tampa Bay Buccaneers,2020/2021,Week 8,80a7e0db-63cb-4c04-a9a6-5ad8162dc4e1,355,1503693,2020_08_TB_NYG,2020110200,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,14,2,1,581000,TRUE,497,545,1001399,NYG,1000947,TB,TRUE,1,10,24.58,left,0,3,3,3,8,"{7.980000000000004,13.760000000000005,1.8400000000000034,8.380000000000003}","{1.5100000000000051,4.480000000000004,4.020000000000003,1.3400000000000034}",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.0799999999999983,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,5.109999999999999,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-3.646666666666668,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 3, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,TRUE,NA,1.0799999999999983,1b702d24-f0c8-42ba-ba59-70d36e5ac63d,1,3,23.02,FALSE,21.91231884057971,-1.107681159420288,24.58,14.579999999999998,20.17666666666667,26.35666666666667,NA,NA,NA,Left A Gap,NA,1024054,1024071,1024514,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,L,Y,R,R,Y,NA,Triple Pair Right,Triple Pair Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In,NA,FALSE,NA,NA,1.6999999999999955,NA,NA,"{""Solo - Success""}",NA,NA
New York Giants,Tampa Bay Buccaneers,2020/2021,Week 8,8f2430c0-6e6d-43eb-a2d1-e02b5373f4af,376,1503693,2020_08_TB_NYG,2020110200,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,15,3,1,554000,TRUE,546,576,1001399,NYG,1000947,TB,TRUE,2,8.920000000000002,25.659999999999997,left,0,3,3,3,8,"{8.620000000000005,4.320000000000007,12.230000000000004,8.760000000000005}","{1.6300000000000026,5.25,4.820000000000007,1.9000000000000057}",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,9.310000000000002,0,Pass,FALSE,NA,FALSE,FALSE,6.980000000000004,2.3299999999999983,TRUE,FALSE,FALSE,FALSE,1.77092899999991,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-3.796666666666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 3, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,NA,NA,9.310000000000002,88191848-5cc9-4fd6-80c9-08c01bd09837,1,3,22.87,FALSE,NA,NA,25.659999999999997,15.659999999999997,20.81666666666667,26.94666666666667,NA,NA,NA,NA,5.689999999999998,NA,NA,NA,NA,NA,-1.9399999999999975,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,0.8192996979,0.9612780213,0.9295247793,NA,NA,NA,NA,R,R,Y,In,NA,Triple Inverted Pair Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,5.2782193967284075,0.2801749453466531,{},6.086443953574207,NA
New York Giants,Tampa Bay Buccaneers,2020/2021,Week 8,a6d6476a-b0f0-46b1-98ef-9e1bbdfb421a,412,1503693,2020_08_TB_NYG,2020110200,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,16,4,1,530000,TRUE,577,617,1001399,NYG,1000947,TB,TRUE,1,10,34.97,left,0,3,3,3,8,"{1.6600000000000037,5.969999999999999,13.14,7.030000000000001}","{0.7199999999999989,3.980000000000004,4.049999999999997,0.7800000000000011}",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,8.21,0,Pass,TRUE,TRUE,FALSE,FALSE,3.0900000000000034,5.1199999999999974,TRUE,FALSE,FALSE,FALSE,2.809848999999872,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,-3.3366666666666696,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 3, ""WR"": 1}","{""DB"": 4, ""DL"": 3, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,TRUE,NA,8.21,e2a3ab02-6a83-4ea0-884b-65d9ed194907,3,1,23.33,FALSE,NA,NA,34.97,24.97,20.64666666666667,27.006666666666668,25.97,27.636666666666667,527650,NA,NA,NA,NA,NA,NA,"{""Right Open C Gap""}",-6.909999999999997,NA,NA,NA,FALSE,TRUE,NA,NA,NA,0.6901341081,0.9444515109,0.8928254247,NA,NA,NA,NA,L,L,Y,Right,NA,Heavy Trio Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,3,3.1758620876857995,0.31908903146300716,"{""Solo - Success""}",3.414395993437204,NA
New York Giants,Tampa Bay Buccaneers,2020/2021,Week 8,9a3333b9-8602-48f8-b335-b676a51a8381,436,1503693,2020_08_TB_NYG,2020110200,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,17,5,1,501000,TRUE,618,660,1001399,NYG,1000947,TB,TRUE,2,1.7899999999999991,43.18,NA,0,3,3,3,0,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,-9.61,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,-10,FALSE,FALSE,FALSE,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,{holding},NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,NA,0.39000000000000057,e3506651-0864-4c49-bdfb-81c0f4eaf66d,NA,NA,30.15,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
New York Giants,Tampa Bay Buccaneers,2020/2021,Week 8,d50f7b2b-421e-4b5f-a9b9-837fb1c231cb,468,1503693,2020_08_TB_NYG,2020110200,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,18,6,1,477000,TRUE,662,691,1001399,NYG,1000947,TB,TRUE,2,11.79,33.57,right,0,3,3,3,5,"{8.399990247493086,14.219224447947845,10.884636134049742,8.539219964998566}","{4.799359082782615,5.8595568143398395,1.3919048210134406,3.0283753470232426}",TRUE,TRUE,TRUE,NA,FALSE,FALSE,0,0,Pass,FALSE,NA,FALSE,FALSE,6.539999999999999,NA,FALSE,FALSE,FALSE,TRUE,1.7425120000000334,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3.173333333333332,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 3, ""WR"": 1}","{""DB"": 4, ""DL"": 3, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,NA,NA,0,25f1d2bf-864a-4d5c-a920-f26b8dc9d763,3,2,29.84,FALSE,NA,NA,33.57,23.57,25.833778614407727,32.93639861377371,NA,NA,NA,NA,5.232566399520792,NA,NA,NA,NA,NA,-5.25,TRUE,NA,NA,FALSE,FALSE,NA,NA,TRUE,0.8521173,0.7524092197000001,0.8333374262000001,NA,NA,R,O,L,L,Y,In,Deuce Left H on Z on,Empty 3x2 Left H on F on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Over,NA,NA,TRUE,TRUE,NA,6.94396797282154,1.1583733508674996,{},2.077046035345246,NA
New York Giants,Tampa Bay Buccaneers,2020/2021,Week 8,075584f8-0604-4193-8612-6b3c03a2a8bb,490,1503693,2020_08_TB_NYG,2020110200,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,19,7,1,473000,TRUE,692,755,1001399,NYG,1000947,TB,TRUE,3,11.79,33.88,NA,0,3,3,3,0,NA,NA,TRUE,FALSE,TRUE,NA,TRUE,FALSE,17.979999999999997,0,Pass,FALSE,NA,FALSE,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,3.708768999999961,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,17.979999999999997,eb7d3eee-4867-4796-8645-e637cabc8024,NA,NA,30.31,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0.8348747492,0.9819124937,0.9338349104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,0.07343800106212042,{},11.253888216967503,NA
New York Giants,Tampa Bay Buccaneers,2020/2021,Week 8,61adf397-f23e-4564-ba12-14904324bacb,518,1503693,2020_08_TB_NYG,2020110200,e26a20e1-5bbd-45bc-b4d1-88a9265b78de,20,8,1,429000,TRUE,756,813,1001399,NYG,1000947,TB,TRUE,1,10,51.86,left,0,3,3,3,6,"{7.3700000000000045,7.25,10.799999999999997,4.310000000000002,7.560000000000002}","{0.7600000000000051,4.560000000000002,4.950000000000003,0.8599999999999994}",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,-2.1700000000000017,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,2.609999999999999,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-3.646666666666668,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 2, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,TRUE,NA,-2.1700000000000017,86dd511b-95aa-4ea8-953c-32567b966f0e,1,3,23.02,FALSE,24.506666666666664,1.4866666666666646,51.86,41.86,20.906666666666663,26.776666666666667,NA,NA,NA,Right B Gap,NA,1024053,1024780,1024498,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,L,Y,R,R,Y,NA,Triple Inverted Pair Right,Trey Right Z on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In,NA,FALSE,NA,NA,-1.7100000000000009,NA,NA,"{""Solo - Success""}",NA,NA
